,p1,p2,beta
8387,268551,211880,1
8388,268551,232759,1
8389,268551,242121,1
8390,268955,1042,1
8391,268955,16130,1
8392,268955,65885,1
8393,268955,84717,1
8394,268955,142402,1
8395,268955,147540,1
8396,268955,200148,1
8397,268955,233531,1
8398,269026,2423,1
8399,269026,18946,1
8400,269026,33771,1
8401,269026,88214,1
8402,269026,151031,1
8403,269026,172907,1
8404,269026,173680,1
8405,269026,212466,1
8406,269026,248775,1
8407,269026,250617,1
8408,269091,20856,1
8409,269091,24943,1
8410,269091,69993,1
8411,269091,84365,1
8412,269091,119324,1
8413,269091,119958,1
8414,269091,179450,1
8415,269091,189666,1
8416,269091,212263,1
8417,269091,261324,1
8418,269196,4557,1
8419,269196,12772,1
8420,269196,70297,1
8421,269196,122659,1
8422,269196,146304,1
8423,269196,146806,1
8424,269196,204410,1
8425,269196,225648,1
8426,269196,228065,1
8427,269196,237679,1
8428,269696,3987,1
8429,269696,63506,1
8430,269696,104436,1
8431,269696,177406,1
8432,269696,192323,1
8433,269696,232306,1
8434,269696,242265,1
8435,269696,254359,1
8436,269696,260513,1
8437,269696,266400,1
8438,269997,2139,1
8439,269997,66826,1
8440,269997,66925,1
8441,269997,83653,1
8442,269997,85808,1
8443,269997,87979,1
8444,269997,118053,1
8445,269997,143521,1
8446,269997,206388,1
8447,269997,207231,1
8448,269997,234600,1
8449,270683,25916,1
8450,270683,106038,1
8451,270683,114950,1
8452,270683,123028,1
8453,270683,123301,1
8454,270683,128472,1
8455,270683,181299,1
8456,270683,188355,1
8457,270683,233531,1
8458,270683,233651,1
8459,270683,256753,1
8460,270709,54907,1
8461,270709,73504,1
8462,270709,78596,1
8463,270709,84724,1
8464,270709,88766,1
8465,270709,128701,1
8466,270709,134924,1
8467,270709,140313,1
8468,270709,155341,1
8469,270709,181401,1
8470,270709,199336,1
8471,270709,217346,1
8472,270709,220887,1
8473,270780,24421,1
8474,270780,67438,1
8475,270780,86735,1
8476,270780,101774,1
8477,270780,121804,1
8478,270780,168766,1
8479,270780,183323,1
8480,270780,187039,1
8481,270780,187921,1
8482,271121,18461,1
8483,271121,35119,1
8484,271121,81159,1
8485,271121,119989,1
8486,271121,127496,1
8487,271121,131095,1
8488,271121,178403,1
8489,271121,187735,1
8490,271121,199565,1
8491,271121,212715,1
8492,271121,216703,1
8493,271121,253812,1
8494,271132,11325,1
8495,271132,22910,1
8496,271132,47260,1
8497,271132,98360,1
8498,271132,139287,1
8499,271132,156920,1
8500,271132,186735,1
8501,271132,188466,1
8502,271132,188747,1
8503,271132,237838,1
8504,271132,253484,1
8505,271143,9377,1
8506,271143,11314,1
8507,271143,27711,1
8508,271143,44615,1
8509,271143,146306,1
8510,271143,162281,1
8511,271143,178717,1
8512,271143,203694,1
8513,271273,29415,1
8514,271273,56546,1
8515,271273,67341,1
8516,271273,88731,1
8517,271273,125117,1
8518,271273,173849,1
8519,271273,177411,1
8520,271273,178799,1
8521,271273,211792,1
8522,271273,248491,1
8523,271501,13385,1
8524,271501,35427,1
8525,271501,43831,1
8526,271501,79378,1
8527,271501,112077,1
8528,271501,162188,1
8529,271501,171423,1
8530,271501,215921,1
8531,271536,24512,1
8532,271536,28122,1
8533,271536,42839,1
8534,271536,52898,1
8535,271536,53379,1
8536,271536,73565,1
8537,271536,124323,1
8538,271536,125054,1
8539,271536,131566,1
8540,271536,179924,1
8541,271536,181770,1
8542,271922,17368,1
8543,271922,50436,1
8544,271922,93553,1
8545,271922,106971,1
8546,271922,162176,1
8547,271922,167075,1
8548,271922,181539,1
8549,271922,250534,1
8550,271922,259371,1
8551,272039,1042,1
8552,272039,43709,1
8553,272039,45988,1
8554,272039,104879,1
8555,272039,204547,1
8556,272039,255935,1
8557,272039,263114,1
8558,272307,13385,1
8559,272307,35427,1
8560,272307,35542,1
8561,272307,41974,1
8562,272307,68063,1
8563,272307,112077,1
8564,272307,171423,1
8565,272307,175116,1
8566,272307,215921,1
8567,272307,271501,1
8568,272351,18515,1
8569,272351,18946,1
8570,272351,33771,1
8571,272351,117336,1
8572,272351,133829,1
8573,272351,158547,1
8574,272351,212466,1
8575,272351,216677,1
8576,272351,228364,1
8577,272351,250617,1
8578,272351,269026,1
8579,272426,9172,1
8580,272426,22727,1
8581,272426,157816,1
8582,272426,163027,1
8583,272426,246035,1
8584,272426,258047,1
8585,272602,141,1
8586,272602,4048,1
8587,272602,88186,1
8588,272602,103150,1
8589,272602,105825,1
8590,272602,234882,1
8591,272602,236222,1
8592,272602,245016,1
8593,272602,267667,1
8594,272615,23949,1
8595,272615,39193,1
8596,272615,62577,1
8597,272615,90827,1
8598,272615,121619,1
8599,272615,141869,1
8600,272615,145252,1
8601,272615,164479,1
8602,272615,203202,1
8603,272615,218010,1
8604,272615,229173,1
8605,273019,27004,1
8606,273019,32930,1
8607,273019,48982,1
8608,273019,83245,1
8609,273019,99985,1
8610,273019,103237,1
8611,273019,130047,1
8612,273019,162370,1
8613,273019,175456,1
8614,273019,187039,1
8615,273019,250239,1
8616,273094,47054,1
8617,273094,61979,1
8618,273094,69231,1
8619,273094,87543,1
8620,273094,169552,1
8621,273094,193603,1
8622,273094,205660,1
8623,273094,264196,1
8624,273120,22566,1
8625,273120,26966,1
8626,273120,27743,1
8627,273120,47023,1
8628,273120,127575,1
8629,273120,128255,1
8630,273120,200101,1
8631,273120,201962,1
8632,273120,220757,1
8633,273120,234251,1
8634,273120,238781,1
8635,273120,256888,1
8636,273120,260392,1
8637,273166,42549,1
8638,273166,45239,1
8639,273166,57020,1
8640,273166,108307,1
8641,273166,142804,1
8642,273166,142847,1
8643,273166,169290,1
8644,273166,246841,1
8645,273409,10756,1
8646,273409,17244,1
8647,273409,36623,1
8648,273409,88870,1
8649,273409,122641,1
8650,273409,126918,1
8651,273409,162029,1
8652,273409,169889,1
8653,273409,183740,1
8654,273409,189431,1
8655,273409,239825,1
8656,273409,259608,1
8657,273409,270780,1
8658,273549,21190,1
8659,273549,35793,1
8660,273549,58444,1
8661,273549,72068,1
8662,273549,72505,1
8663,273549,116229,1
8664,273549,186470,1
8665,273549,186812,1
8666,273549,207266,1
8667,273549,222033,1
8668,273549,223435,1
8669,273549,252989,1
8670,273928,21855,1
8671,273928,27066,1
8672,273928,29586,1
8673,273928,31895,1
8674,273928,89720,1
8675,273928,133723,1
8676,273928,150286,1
8677,273928,233016,1
8678,273928,248796,1
8679,274024,4595,1
8680,274024,14496,1
8681,274024,27928,1
8682,274024,38687,1
8683,274024,90953,1
8684,274024,143613,1
8685,274024,234537,1
8686,274024,237173,1
8687,274024,247975,1
8688,274887,62,1
8689,274887,3281,1
8690,274887,19598,1
8691,274887,24169,1
8692,274887,114963,1
8693,274887,166072,1
8694,274887,206713,1
8695,274887,220439,1
8696,274887,230338,1
8697,274887,231806,1
8698,274887,248937,1
8699,274967,37808,1
8700,274967,74556,1
8701,274967,96169,1
8702,274967,146035,1
8703,274967,194410,1
8704,274967,206518,1
8705,274967,226866,1
8706,274967,250636,1
8707,274967,267696,1
8708,275044,11472,1
8709,275044,11525,1
8710,275044,62416,1
8711,275044,67409,1
8712,275044,70826,1
8713,275044,75281,1
8714,275044,80932,1
8715,275044,158093,1
8716,275044,168034,1
8717,275044,214525,1
8718,275044,258450,1
8719,275044,261810,1
8720,275044,263978,1
8721,275215,4337,1
8722,275215,47912,1
8723,275215,83245,1
8724,275215,130266,1
8725,275215,166428,1
8726,275215,173975,1
8727,275215,185382,1
8728,275215,196747,1
8729,275215,232001,1
8730,275215,269696,1
8731,275559,5940,1
8732,275559,24934,1
8733,275559,29415,1
8734,275559,49309,1
8735,275559,105552,1
8736,275559,129971,1
8737,275559,130675,1
8738,275559,143411,1
8739,275559,205352,1
8740,275559,223121,1
8741,275559,230431,1
8742,275559,241164,1
8743,275559,251238,1
8744,275559,262807,1
8745,275672,10257,1
8746,275672,74556,1
8747,275672,146035,1
8748,275672,169882,1
8749,275672,225593,1
8750,275672,258450,1
8751,275672,274967,1
8752,275705,7558,1
8753,275705,18322,1
8754,275705,63805,1
8755,275705,101666,1
8756,275705,128701,1
8757,275705,155341,1
8758,275705,160126,1
8759,275705,188668,1
8760,275705,241119,1
8761,275705,262931,1
8762,276263,20495,1
8763,276263,24131,1
8764,276263,27743,1
8765,276263,68730,1
8766,276263,103890,1
8767,276263,109828,1
8768,276263,124978,1
8769,276263,134809,1
8770,276263,174480,1
8771,276263,177479,1
8772,276263,201962,1
8773,276263,207885,1
8774,276308,14441,1
8775,276308,73292,1
8776,276308,82281,1
8777,276308,98471,1
8778,276308,99471,1
8779,276308,104105,1
8780,276308,115895,1
8781,276308,174767,1
8782,276308,191289,1
8783,276308,192153,1
8784,276308,194313,1
8785,276480,17326,1
8786,276480,58185,1
8787,276480,104436,1
8788,276480,113005,1
8789,276480,153374,1
8790,276480,179450,1
8791,276480,242265,1
8792,276480,245271,1
8793,276480,269696,1
8794,276646,1396,1
8795,276646,3196,1
8796,276646,21784,1
8797,276646,44267,1
8798,276646,66342,1
8799,276646,82954,1
8800,276646,97868,1
8801,276646,103354,1
8802,276646,133199,1
8803,276646,152538,1
8804,276646,160643,1
8805,276646,192818,1
8806,276646,215082,1
8807,276646,230447,1
8808,276775,8700,1
8809,276775,9601,1
8810,276775,19221,1
8811,276775,22556,1
8812,276775,44243,1
8813,276775,53908,1
8814,276775,59351,1
8815,276775,91301,1
8816,276775,112054,1
8817,276775,146536,1
8818,276775,182574,1
8819,276775,215062,1
8820,276775,267220,1
8821,276840,8138,1
8822,276840,22556,1
8823,276840,23898,1
8824,276840,86345,1
8825,276840,154150,1
8826,276840,155508,1
8827,276840,156483,1
8828,276840,168194,1
8829,276840,239329,1
8830,276840,259250,1
8831,277268,17162,1
8832,277268,42608,1
8833,277268,101847,1
8834,277268,117467,1
8835,277268,133535,1
8836,277268,146460,1
8837,277268,202738,1
8838,277268,212593,1
8839,277268,247260,1
8840,277289,24161,1
8841,277289,87498,1
8842,277289,89720,1
8843,277289,102076,1
8844,277289,138734,1
8845,277289,196831,1
8846,277289,209522,1
8847,277289,216121,1
8848,277289,220818,1
8849,277289,233016,1
8850,277289,248796,1
8851,277289,273928,1
8852,277389,17162,1
8853,277389,47567,1
8854,277389,92477,1
8855,277389,105364,1
8856,277389,181628,1
8857,277389,202738,1
8858,277389,212593,1
8859,277389,277268,1
8860,277532,27638,1
8861,277532,31941,1
8862,277532,58398,1
8863,277532,83951,1
8864,277532,128586,1
8865,277532,145372,1
8866,277532,160302,1
8867,277532,165709,1
8868,277532,202083,1
8869,277532,214768,1
8870,277532,222917,1
8871,277858,31317,1
8872,277858,68377,1
8873,277858,98158,1
8874,277858,101847,1
8875,277858,117467,1
8876,277858,195458,1
8877,277858,212593,1
8878,277858,241687,1
8879,277858,259664,1
8880,278284,3281,1
8881,278284,28847,1
8882,278284,31508,1
8883,278284,45329,1
8884,278284,48593,1
8885,278284,121384,1
8886,278284,195354,1
8887,278284,217555,1
8888,278284,250035,1
8889,278537,46181,1
8890,278537,55699,1
8891,278537,85478,1
8892,278537,92961,1
8893,278537,115825,1
8894,278537,140004,1
8895,278537,151133,1
8896,278537,153578,1
8897,278537,154150,1
8898,278537,194423,1
8899,278537,224364,1
8900,278537,235099,1
8901,278537,244572,1
8902,278550,50903,1
8903,278550,61495,1
8904,278550,63647,1
8905,278550,116556,1
8906,278550,117832,1
8907,278550,136584,1
8908,278550,145703,1
8909,278550,159468,1
8910,278550,169078,1
8911,278550,188207,1
8912,278550,212432,1
8913,278550,219298,1
8914,278580,30084,1
8915,278580,71048,1
8916,278580,127301,1
8917,278580,179860,1
8918,278580,201880,1
8919,278580,201995,1
8920,278580,210195,1
8921,278580,253230,1
8922,278851,48947,1
8923,278851,75757,1
8924,278851,121564,1
8925,278851,160735,1
8926,278851,211792,1
8927,278851,267775,1
8928,278851,267858,1
8929,278926,72911,1
8930,278926,76330,1
8931,278926,82281,1
8932,278926,99471,1
8933,278926,113882,1
8934,278926,153875,1
8935,278926,169007,1
8936,278926,226432,1
8937,278926,232705,1
8938,278926,271132,1
8939,279171,12932,1
8940,279171,20507,1
8941,279171,92300,1
8942,279171,103936,1
8943,279171,137980,1
8944,279171,157410,1
8945,279171,160873,1
8946,279171,242742,1
8947,279471,4048,1
8948,279471,106836,1
8949,279471,139287,1
8950,279471,170808,1
8951,279471,236222,1
8952,279471,253484,1
8953,279471,271132,1
8954,279634,24421,1
8955,279634,41013,1
8956,279634,56810,1
8957,279634,60768,1
8958,279634,133723,1
8959,279634,146306,1
8960,279634,146598,1
8961,279634,168766,1
8962,279634,185882,1
8963,279634,205065,1
8964,279634,233129,1
8965,279681,461,1
8966,279681,9172,1
8967,279681,62824,1
8968,279681,104628,1
8969,279681,163132,1
8970,279681,180184,1
8971,279681,187611,1
8972,279681,257542,1
8973,279681,258047,1
8974,279790,10756,1
8975,279790,109109,1
8976,279790,116556,1
8977,279790,126806,1
8978,279790,140146,1
8979,279790,166242,1
8980,279790,166428,1
8981,279790,167416,1
8982,279790,172259,1
8983,279790,219111,1
8984,279790,263482,1
8985,279799,703,1
8986,279799,35427,1
8987,279799,60661,1
8988,279799,69809,1
8989,279799,95801,1
8990,279799,118762,1
8991,279799,139999,1
8992,279799,145998,1
8993,279799,153554,1
8994,279799,162005,1
8995,279799,207547,1
8996,279799,226866,1
8997,279985,570,1
8998,279985,49120,1
8999,279985,62577,1
9000,279985,149698,1
9001,279985,160323,1
9002,279985,161433,1
9003,279985,168194,1
9004,279985,170382,1
9005,279985,181881,1
9006,279985,223508,1
9007,279985,236746,1
9008,279985,255532,1
9009,280003,30131,1
9010,280003,35656,1
9011,280003,66357,1
9012,280003,109106,1
9013,280003,131129,1
9014,280003,168456,1
9015,280003,217221,1
9016,280003,225470,1
9017,280003,257693,1
9018,280003,263021,1
9019,280340,4337,1
9020,280340,23163,1
9021,280340,31895,1
9022,280340,99181,1
9023,280340,113005,1
9024,280340,139059,1
9025,280340,160531,1
9026,280340,205352,1
9027,280340,232759,1
9028,280340,234978,1
9029,280340,275215,1
9030,280340,278851,1
9031,280350,5940,1
9032,280350,7565,1
9033,280350,19871,1
9034,280350,87074,1
9035,280350,130616,1
9036,280350,187894,1
9037,280350,261437,1
9038,280350,267327,1
9039,280433,28614,1
9040,280433,47866,1
9041,280433,55719,1
9042,280433,57682,1
9043,280433,79968,1
9044,280433,112886,1
9045,280433,117982,1
9046,280433,169566,1
9047,280433,174480,1
9048,280433,247723,1
9049,280433,256888,1
9050,280767,141,1
9051,280767,32588,1
9052,280767,44301,1
9053,280767,46778,1
9054,280767,47098,1
9055,280767,73292,1
9056,280767,98471,1
9057,280767,115895,1
9058,280767,121622,1
9059,280767,167512,1
9060,280767,174767,1
9061,280767,235990,1
9062,280767,241861,1
9063,280767,276308,1
9064,280797,23949,1
9065,280797,85288,1
9066,280797,90827,1
9067,280797,119989,1
9068,280797,121619,1
9069,280797,141869,1
9070,280797,164479,1
9071,280797,167995,1
9072,280797,186470,1
9073,280797,272615,1
9074,280811,79099,1
9075,280811,80736,1
9076,280811,103597,1
9077,280811,192492,1
9078,280811,211821,1
9079,280811,272039,1
9080,280850,25474,1
9081,280850,39574,1
9082,280850,71466,1
9083,280850,90953,1
9084,280850,141869,1
9085,280850,153704,1
9086,280850,169202,1
9087,280850,200882,1
9088,280850,202770,1
9089,280850,225200,1
9090,280904,7240,1
9091,280904,33821,1
9092,280904,44000,1
9093,280904,94132,1
9094,280904,106038,1
9095,280904,142402,1
9096,280904,181299,1
9097,280904,200148,1
9098,280904,224658,1
9099,280904,256753,1
9100,280947,57687,1
9101,280947,66342,1
9102,280947,103593,1
9103,280947,133199,1
9104,280947,198110,1
9105,281025,68357,1
9106,281025,70813,1
9107,281025,82323,1
9108,281025,128118,1
9109,281025,147356,1
9110,281025,160660,1
9111,281025,210342,1
9112,281025,226563,1
9113,281025,226690,1
9114,281025,231450,1
9115,281051,3281,1
9116,281051,48593,1
9117,281051,79698,1
9118,281051,108852,1
9119,281051,133160,1
9120,281051,195354,1
9121,281051,259791,1
9122,281051,261437,1
9123,281051,278284,1
9124,281096,31219,1
9125,281096,69231,1
9126,281096,87543,1
9127,281096,90906,1
9128,281096,110185,1
9129,281096,132202,1
9130,281096,149073,1
9131,281096,163866,1
9132,281096,205660,1
9133,281096,218333,1
9134,281096,226505,1
9135,281096,264098,1
9136,281096,264196,1
9137,281258,47866,1
9138,281258,55719,1
9139,281258,91158,1
9140,281258,94269,1
9141,281258,174480,1
9142,281258,199648,1
9143,281258,200101,1
9144,281258,216350,1
9145,281258,218511,1
9146,281258,238781,1
9147,281258,260392,1
9148,281567,7240,1
9149,281567,82540,1
9150,281567,84717,1
9151,281567,113793,1
9152,281567,116987,1
9153,281567,126472,1
9154,281567,139348,1
9155,281567,147540,1
9156,281567,192492,1
9157,281567,205288,1
9158,281567,225518,1
9159,281567,268955,1
9160,281567,272039,1
9161,281606,78600,1
9162,281606,79874,1
9163,281606,100940,1
9164,281606,107349,1
9165,281606,131638,1
9166,281606,153704,1
9167,281606,168022,1
9168,281606,197786,1
9169,281606,228065,1
9170,281627,21802,1
9171,281627,46047,1
9172,281627,69809,1
9173,281627,70826,1
9174,281627,112034,1
9175,281627,139579,1
9176,281627,249664,1
9177,281627,260933,1
9178,281627,262946,1
9179,281712,31951,1
9180,281712,77746,1
9181,281712,101815,1
9182,281712,167033,1
9183,281712,172254,1
9184,281712,172359,1
9185,281712,255194,1
9186,281712,267202,1
9187,281721,26966,1
9188,281721,39739,1
9189,281721,94269,1
9190,281721,102355,1
9191,281721,109828,1
9192,281721,179796,1
9193,281721,200101,1
9194,281721,201962,1
9195,281721,220276,1
9196,281721,234251,1
9197,281721,243036,1
9198,281721,281258,1
9199,281770,28620,1
9200,281770,46269,1
9201,281770,104639,1
9202,281770,117832,1
9203,281770,136584,1
9204,281770,145703,1
9205,281770,236380,1
9206,281770,237334,1
9207,281770,256485,1
9208,281770,278550,1
9209,281996,8332,1
9210,281996,95267,1
9211,281996,107137,1
9212,281996,116094,1
9213,281996,140427,1
9214,281996,182375,1
9215,281996,225720,1
9216,281996,257900,1
9217,282100,42755,1
9218,282100,63377,1
9219,282100,87498,1
9220,282100,121804,1
9221,282100,150489,1
9222,282100,177269,1
9223,282100,183323,1
9224,282100,195478,1
9225,282100,210632,1
9226,282100,213691,1
9227,282145,15851,1
9228,282145,24169,1
9229,282145,24881,1
9230,282145,35450,1
9231,282145,99612,1
9232,282145,100455,1
9233,282145,141516,1
9234,282145,187262,1
9235,282145,212432,1
9236,282145,234015,1
9237,282145,248230,1
9238,282145,264012,1
9239,282145,273019,1
9240,282145,278580,1
9241,282226,1396,1
9242,282226,103354,1
9243,282226,133199,1
9244,282226,152538,1
9245,282226,160643,1
9246,282226,198110,1
9247,282226,215082,1
9248,282226,230447,1
9249,282226,276646,1
9250,282226,280947,1
9251,282256,37808,1
9252,282256,43831,1
9253,282256,52297,1
9254,282256,54400,1
9255,282256,70133,1
9256,282256,112077,1
9257,282256,171423,1
9258,282256,175116,1
9259,282256,225593,1
9260,282256,238659,1
9261,282256,271501,1
9262,282256,272307,1
9263,282354,19828,1
9264,282354,27711,1
9265,282354,48947,1
9266,282354,101526,1
9267,282354,150919,1
9268,282354,169920,1
9269,282354,244783,1
9270,282354,250239,1
9271,282354,264779,1
9272,282364,8643,1
9273,282364,18554,1
9274,282364,68357,1
9275,282364,83266,1
9276,282364,106543,1
9277,282364,165398,1
9278,282364,195923,1
9279,282364,202803,1
9280,282364,227076,1
9281,282364,240876,1
9282,282670,8332,1
9283,282670,17266,1
9284,282670,66925,1
9285,282670,75102,1
9286,282670,85808,1
9287,282670,107137,1
9288,282670,114860,1
9289,282670,118053,1
9290,282670,148602,1
9291,282670,206388,1
9292,282670,226555,1
9293,282670,236553,1
9294,282670,247477,1
9295,282670,269997,1
9296,282696,14632,1
9297,282696,53372,1
9298,282696,58311,1
9299,282696,160022,1
9300,282696,196517,1
9301,282696,243808,1
9302,282696,252989,1
